transaction_id,date,customer_id,merchant,category,amount,is_fraud,month,month_name,day_of_week,quarter
TXN_00270,2024-06-28,CUST_0073,Marriott Hotels,electronics,383.12,1,6,Jun,Friday,2
TXN_00271,2024-03-13,CUST_0004,Walmart,restaurant,248.61,0,3,Mar,Wednesday,1
TXN_00272,2024-07-11,CUST_0044,Delta Airlines,transfer,249.2,0,7,Jul,Thursday,3
TXN_00273,2024-06-08,CUST_0100,Uber,electronics,302.69,0,6,Jun,Saturday,2
TXN_00274,2024-01-27,CUST_0097,Uber,groceries,366.69,0,1,Jan,Saturday,1
TXN_00275,2024-12-11,CUST_0057,Marriott Hotels,online_shopping,107.41,0,12,Dec,Wednesday,4
TXN_00276,2024-11-06,CUST_0035,Apple Store,electronics,104.43,0,11,Nov,Wednesday,4
TXN_00277,2024-06-25,CUST_0037,Uber,online_shopping,240.14,0,6,Jun,Tuesday,2
TXN_00278,2024-09-26,CUST_0006,Apple Store,ATM_withdrawal,157.46,0,9,Sep,Thursday,3
TXN_00279,2024-11-02,CUST_0027,Whole Foods,restaurant,181.58,0,11,Nov,Saturday,4
TXN_00280,2024-03-11,CUST_0038,CVS Pharmacy,electronics,238.29,0,3,Mar,Monday,1
TXN_00281,2024-01-04,CUST_0056,Delta Airlines,travel,331.1,0,1,Jan,Thursday,1
TXN_00282,2024-07-13,CUST_0030,McDonald's,transfer,61.87,0,7,Jul,Saturday,3
TXN_00283,2024-02-06,CUST_0095,Amazon,ATM_withdrawal,70.64,0,2,Feb,Tuesday,1
TXN_00284,2024-01-10,CUST_0010,CVS Pharmacy,ATM_withdrawal,14.8,0,1,Jan,Wednesday,1
TXN_00285,2024-10-20,CUST_0082,Marriott Hotels,healthcare,129.51,0,10,Oct,Sunday,4
TXN_00286,2024-02-28,CUST_0042,Delta Airlines,online_shopping,5.49,0,2,Feb,Wednesday,1
TXN_00287,2024-12-19,CUST_0012,Marriott Hotels,electronics,93.99,0,12,Dec,Thursday,4
TXN_00288,2024-05-04,CUST_0052,McDonald's,electronics,117.34,0,5,May,Saturday,2
TXN_00289,2024-07-21,CUST_0096,CVS Pharmacy,restaurant,50.64,0,7,Jul,Sunday,3
TXN_00290,2024-06-19,CUST_0010,McDonald's,electronics,134.04,0,6,Jun,Wednesday,2
TXN_00291,2024-09-28,CUST_0100,CVS Pharmacy,transfer,4.65,0,9,Sep,Saturday,3
TXN_00292,2024-11-26,CUST_0031,Walmart,travel,5.71,0,11,Nov,Tuesday,4
TXN_00293,2024-05-11,CUST_0078,Delta Airlines,electronics,259.4,0,5,May,Saturday,2
TXN_00294,2024-03-31,CUST_0081,Best Buy,online_shopping,66.99,0,3,Mar,Sunday,1
TXN_00295,2024-10-15,CUST_0058,Uber,transfer,20.38,0,10,Oct,Tuesday,4
TXN_00296,2024-11-17,CUST_0057,Walmart,online_shopping,110.8,0,11,Nov,Sunday,4
TXN_00297,2024-08-14,CUST_0036,Uber,groceries,220.45,0,8,Aug,Wednesday,3
TXN_00298,2024-06-29,CUST_0040,Best Buy,online_shopping,36.47,0,6,Jun,Saturday,2
TXN_00299,2024-01-20,CUST_0037,Walmart,electronics,146.28,0,1,Jan,Saturday,1
TXN_00300,2024-11-10,CUST_0050,Best Buy,groceries,13.38,0,11,Nov,Sunday,4
TXN_00301,2024-08-18,CUST_0074,Apple Store,transfer,7.96,0,8,Aug,Sunday,3
TXN_00302,2024-11-05,CUST_0020,Amazon,online_shopping,113.69,0,11,Nov,Tuesday,4
TXN_00303,2024-02-22,CUST_0044,Walmart,travel,116.69,0,2,Feb,Thursday,1
TXN_00304,2024-01-21,CUST_0057,Best Buy,travel,152.18,0,1,Jan,Sunday,1
TXN_00305,2024-07-05,CUST_0037,Marriott Hotels,ATM_withdrawal,194.24,0,7,Jul,Friday,3
TXN_00306,2024-06-22,CUST_0007,CVS Pharmacy,electronics,558.53,0,6,Jun,Saturday,2
TXN_00307,2024-06-17,CUST_0087,Marriott Hotels,healthcare,108.94,0,6,Jun,Monday,2
TXN_00308,2024-05-09,CUST_0085,Uber,travel,58.5,0,5,May,Thursday,2
TXN_00309,2024-06-19,CUST_0085,Delta Airlines,transfer,237.85,0,6,Jun,Wednesday,2
TXN_00310,2024-06-07,CUST_0090,Marriott Hotels,travel,47.38,0,6,Jun,Friday,2
TXN_00311,2024-10-31,CUST_0011,Whole Foods,ATM_withdrawal,86.7,0,10,Oct,Thursday,4
TXN_00312,2024-11-25,CUST_0017,McDonald's,electronics,12.26,0,11,Nov,Monday,4
TXN_00313,2024-11-26,CUST_0066,CVS Pharmacy,groceries,3.85,0,11,Nov,Tuesday,4
TXN_00314,2024-07-04,CUST_0028,CVS Pharmacy,online_shopping,493.11,0,7,Jul,Thursday,3
TXN_00315,2024-04-08,CUST_0018,Delta Airlines,electronics,271.17,0,4,Apr,Monday,2
TXN_00316,2024-05-31,CUST_0013,McDonald's,groceries,178.6,0,5,May,Friday,2
TXN_00317,2024-12-04,CUST_0099,Uber,travel,78.88,0,12,Dec,Wednesday,4
TXN_00318,2024-11-01,CUST_0021,Delta Airlines,travel,28.55,0,11,Nov,Friday,4
TXN_00319,2024-08-12,CUST_0047,Apple Store,online_shopping,25.52,0,8,Aug,Monday,3
TXN_00320,2024-11-08,CUST_0096,Best Buy,restaurant,43.2,0,11,Nov,Friday,4
TXN_00321,2024-09-30,CUST_0061,Apple Store,transfer,119.52,0,9,Sep,Monday,3
TXN_00322,2024-12-13,CUST_0057,Best Buy,healthcare,188.08,0,12,Dec,Friday,4
TXN_00323,2024-07-14,CUST_0054,Delta Airlines,restaurant,161.91,0,7,Jul,Sunday,3
TXN_00324,2024-11-05,CUST_0033,Amazon,online_shopping,49.26,0,11,Nov,Tuesday,4
TXN_00325,2024-07-09,CUST_0014,McDonald's,electronics,464.72,0,7,Jul,Tuesday,3
TXN_00326,2024-05-25,CUST_0021,Whole Foods,online_shopping,200.85,0,5,May,Saturday,2
TXN_00327,2024-09-19,CUST_0056,Walmart,restaurant,121.23,0,9,Sep,Thursday,3
TXN_00328,2024-08-18,CUST_0004,Marriott Hotels,groceries,141.9,0,8,Aug,Sunday,3
TXN_00329,2024-07-21,CUST_0031,Marriott Hotels,electronics,81.61,0,7,Jul,Sunday,3
TXN_00330,2024-07-10,CUST_0041,Walmart,transfer,42.7,0,7,Jul,Wednesday,3
TXN_00331,2024-03-15,CUST_0037,Best Buy,travel,66.0,0,3,Mar,Friday,1
TXN_00332,2024-12-27,CUST_0079,Amazon,electronics,212.73,0,12,Dec,Friday,4
TXN_00333,2024-01-10,CUST_0020,McDonald's,ATM_withdrawal,2.17,0,1,Jan,Wednesday,1
TXN_00334,2024-02-26,CUST_0031,Whole Foods,electronics,18.51,0,2,Feb,Monday,1
TXN_00335,2024-01-25,CUST_0082,Uber,online_shopping,7.06,0,1,Jan,Thursday,1
TXN_00336,2024-02-02,CUST_0064,Uber,groceries,6.24,0,2,Feb,Friday,1
TXN_00337,2024-11-19,CUST_0031,Delta Airlines,healthcare,290.13,0,11,Nov,Tuesday,4
TXN_00338,2024-08-07,CUST_0074,Marriott Hotels,travel,869.16,1,8,Aug,Wednesday,3
TXN_00339,2024-12-06,CUST_0068,CVS Pharmacy,electronics,96.42,0,12,Dec,Friday,4
TXN_00340,2024-09-26,CUST_0065,McDonald's,groceries,15.44,0,9,Sep,Thursday,3
TXN_00341,2024-07-18,CUST_0006,Marriott Hotels,transfer,101.48,0,7,Jul,Thursday,3
TXN_00342,2024-05-09,CUST_0046,Walmart,transfer,96.22,0,5,May,Thursday,2
TXN_00343,2024-05-03,CUST_0081,Walmart,transfer,28.53,0,5,May,Friday,2
TXN_00344,2024-03-09,CUST_0070,CVS Pharmacy,travel,85.33,0,3,Mar,Saturday,1
TXN_00345,2024-12-16,CUST_0090,Best Buy,travel,76.25,0,12,Dec,Monday,4
TXN_00346,2024-03-10,CUST_0100,Best Buy,groceries,143.51,0,3,Mar,Sunday,1
TXN_00347,2024-05-30,CUST_0026,Amazon,transfer,151.22,0,5,May,Thursday,2
TXN_00348,2024-06-07,CUST_0070,Best Buy,healthcare,6.95,0,6,Jun,Friday,2
TXN_00349,2024-01-19,CUST_0025,Whole Foods,transfer,70.41,0,1,Jan,Friday,1
TXN_00350,2024-01-25,CUST_0043,Whole Foods,electronics,147.47,0,1,Jan,Thursday,1
TXN_00351,2024-07-07,CUST_0052,Best Buy,ATM_withdrawal,104.92,0,7,Jul,Sunday,3
TXN_00352,2024-06-22,CUST_0064,Best Buy,transfer,291.2,0,6,Jun,Saturday,2
TXN_00353,2024-09-22,CUST_0011,Marriott Hotels,electronics,161.25,0,9,Sep,Sunday,3
TXN_00354,2024-08-08,CUST_0024,McDonald's,healthcare,26.68,0,8,Aug,Thursday,3
TXN_00355,2024-06-13,CUST_0042,Whole Foods,healthcare,10.98,0,6,Jun,Thursday,2
TXN_00356,2024-08-16,CUST_0055,Delta Airlines,online_shopping,154.26,0,8,Aug,Friday,3
TXN_00357,2024-06-28,CUST_0094,CVS Pharmacy,ATM_withdrawal,4.03,0,6,Jun,Friday,2
TXN_00358,2024-05-20,CUST_0008,Walmart,ATM_withdrawal,132.2,0,5,May,Monday,2
TXN_00359,2024-07-05,CUST_0096,Delta Airlines,groceries,422.59,0,7,Jul,Friday,3
TXN_00360,2024-03-14,CUST_0087,Best Buy,groceries,128.52,0,3,Mar,Thursday,1
TXN_00361,2024-03-05,CUST_0100,CVS Pharmacy,transfer,73.7,0,3,Mar,Tuesday,1
TXN_00362,2024-07-15,CUST_0005,Uber,travel,154.62,0,7,Jul,Monday,3
TXN_00363,2024-12-13,CUST_0048,CVS Pharmacy,online_shopping,91.94,0,12,Dec,Friday,4
TXN_00364,2024-02-09,CUST_0068,CVS Pharmacy,ATM_withdrawal,118.32,0,2,Feb,Friday,1
TXN_00365,2024-06-09,CUST_0032,Walmart,groceries,425.72,0,6,Jun,Sunday,2
TXN_00366,2024-04-05,CUST_0050,McDonald's,electronics,73.19,0,4,Apr,Friday,2
TXN_00367,2024-05-14,CUST_0091,Best Buy,restaurant,487.36,0,5,May,Tuesday,2
TXN_00368,2024-11-09,CUST_0063,Apple Store,electronics,353.64,0,11,Nov,Saturday,4
TXN_00369,2024-03-10,CUST_0058,Delta Airlines,online_shopping,32.68,0,3,Mar,Sunday,1
TXN_00370,2024-02-14,CUST_0041,CVS Pharmacy,electronics,10.78,0,2,Feb,Wednesday,1
TXN_00371,2024-10-08,CUST_0039,Delta Airlines,travel,15.93,0,10,Oct,Tuesday,4
TXN_00372,2024-07-04,CUST_0016,Apple Store,travel,2.76,0,7,Jul,Thursday,3
TXN_00373,2024-05-01,CUST_0004,CVS Pharmacy,transfer,14.88,0,5,May,Wednesday,2
TXN_00374,2024-08-27,CUST_0071,Delta Airlines,electronics,172.33,0,8,Aug,Tuesday,3
TXN_00375,2024-02-03,CUST_0092,Best Buy,ATM_withdrawal,11.08,0,2,Feb,Saturday,1
TXN_00376,2024-07-28,CUST_0010,Delta Airlines,transfer,57.62,0,7,Jul,Sunday,3
TXN_00377,2024-11-24,CUST_0060,McDonald's,transfer,279.53,0,11,Nov,Sunday,4
TXN_00378,2024-03-06,CUST_0100,McDonald's,travel,3.53,0,3,Mar,Wednesday,1
TXN_00379,2024-03-07,CUST_0008,Walmart,travel,252.68,0,3,Mar,Thursday,1
TXN_00380,2024-06-04,CUST_0042,Apple Store,transfer,49.66,0,6,Jun,Tuesday,2
TXN_00381,2024-09-22,CUST_0011,Whole Foods,restaurant,18.86,0,9,Sep,Sunday,3
TXN_00382,2024-11-21,CUST_0036,Delta Airlines,healthcare,178.97,0,11,Nov,Thursday,4
TXN_00383,2024-11-10,CUST_0065,Delta Airlines,travel,148.71,0,11,Nov,Sunday,4
TXN_00384,2024-03-28,CUST_0093,Uber,transfer,314.91,0,3,Mar,Thursday,1
TXN_00385,2024-10-15,CUST_0004,Walmart,groceries,199.24,0,10,Oct,Tuesday,4
TXN_00386,2024-11-24,CUST_0034,Apple Store,ATM_withdrawal,244.05,0,11,Nov,Sunday,4
TXN_00387,2024-11-12,CUST_0064,McDonald's,healthcare,49.7,0,11,Nov,Tuesday,4
TXN_00388,2024-11-24,CUST_0062,Apple Store,ATM_withdrawal,29.3,0,11,Nov,Sunday,4
TXN_00389,2024-06-01,CUST_0089,Amazon,travel,208.31,0,6,Jun,Saturday,2
TXN_00390,2024-08-13,CUST_0060,Apple Store,transfer,246.63,0,8,Aug,Tuesday,3
TXN_00391,2024-11-06,CUST_0092,CVS Pharmacy,transfer,698.55,0,11,Nov,Wednesday,4
TXN_00392,2024-07-23,CUST_0048,McDonald's,electronics,79.81,0,7,Jul,Tuesday,3
TXN_00393,2024-06-12,CUST_0016,Whole Foods,online_shopping,69.79,0,6,Jun,Wednesday,2
TXN_00394,2024-05-06,CUST_0007,Whole Foods,ATM_withdrawal,224.69,0,5,May,Monday,2
TXN_00395,2024-11-11,CUST_0021,CVS Pharmacy,transfer,62.51,0,11,Nov,Monday,4
TXN_00396,2024-04-07,CUST_0064,McDonald's,online_shopping,400.52,0,4,Apr,Sunday,2
TXN_00397,2024-09-12,CUST_0064,Amazon,electronics,293.23,0,9,Sep,Thursday,3
TXN_00398,2024-07-20,CUST_0031,Apple Store,transfer,84.05,0,7,Jul,Saturday,3
TXN_00399,2024-01-25,CUST_0064,Uber,online_shopping,208.47,0,1,Jan,Thursday,1
TXN_00400,2024-05-26,CUST_0014,Marriott Hotels,travel,210.69,0,5,May,Sunday,2
TXN_00401,2024-05-15,CUST_0098,Marriott Hotels,transfer,16.33,0,5,May,Wednesday,2
TXN_00402,2024-01-24,CUST_0073,McDonald's,restaurant,349.27,0,1,Jan,Wednesday,1
TXN_00403,2024-07-04,CUST_0010,Marriott Hotels,online_shopping,105.56,0,7,Jul,Thursday,3
TXN_00404,2024-10-08,CUST_0080,Uber,electronics,262.7,0,10,Oct,Tuesday,4
TXN_00405,2024-03-06,CUST_0051,CVS Pharmacy,transfer,57.86,0,3,Mar,Wednesday,1
TXN_00406,2024-10-12,CUST_0097,Delta Airlines,restaurant,338.82,0,10,Oct,Saturday,4
TXN_00407,2024-11-04,CUST_0065,Amazon,groceries,73.95,0,11,Nov,Monday,4
TXN_00408,2024-01-20,CUST_0043,Best Buy,online_shopping,1.63,0,1,Jan,Saturday,1
TXN_00409,2024-03-17,CUST_0066,Delta Airlines,transfer,353.69,0,3,Mar,Sunday,1
TXN_00410,2024-11-09,CUST_0051,Uber,healthcare,14.36,0,11,Nov,Saturday,4
TXN_00411,2024-10-30,CUST_0066,McDonald's,online_shopping,57.7,0,10,Oct,Wednesday,4
TXN_00412,2024-12-28,CUST_0061,Amazon,transfer,449.55,0,12,Dec,Saturday,4
TXN_00413,2024-06-18,CUST_0054,Uber,healthcare,451.19,0,6,Jun,Tuesday,2
TXN_00414,2024-12-18,CUST_0077,Best Buy,healthcare,127.8,0,12,Dec,Wednesday,4
TXN_00415,2024-12-01,CUST_0100,Uber,restaurant,149.88,0,12,Dec,Sunday,4
TXN_00416,2024-01-27,CUST_0022,McDonald's,ATM_withdrawal,89.25,0,1,Jan,Saturday,1
TXN_00417,2024-03-16,CUST_0032,Amazon,electronics,52.05,0,3,Mar,Saturday,1
TXN_00418,2024-04-07,CUST_0020,Marriott Hotels,restaurant,273.06,1,4,Apr,Sunday,2
TXN_00419,2024-07-29,CUST_0079,Best Buy,groceries,167.45,0,7,Jul,Monday,3
TXN_00420,2024-12-27,CUST_0027,McDonald's,transfer,209.38,0,12,Dec,Friday,4
TXN_00421,2024-12-05,CUST_0049,CVS Pharmacy,travel,235.23,0,12,Dec,Thursday,4
TXN_00422,2024-08-23,CUST_0044,McDonald's,transfer,233.82,0,8,Aug,Friday,3
TXN_00423,2024-12-12,CUST_0093,Whole Foods,online_shopping,14.35,0,12,Dec,Thursday,4
TXN_00424,2024-04-08,CUST_0036,McDonald's,healthcare,102.31,0,4,Apr,Monday,2
TXN_00425,2024-04-25,CUST_0039,Whole Foods,restaurant,8.89,0,4,Apr,Thursday,2
TXN_00426,2024-12-19,CUST_0041,Best Buy,transfer,119.62,0,12,Dec,Thursday,4
TXN_00427,2024-10-13,CUST_0093,Whole Foods,healthcare,87.38,0,10,Oct,Sunday,4
TXN_00428,2024-03-03,CUST_0070,Marriott Hotels,ATM_withdrawal,327.99,0,3,Mar,Sunday,1
TXN_00429,2024-06-25,CUST_0019,Whole Foods,groceries,64.83,0,6,Jun,Tuesday,2
TXN_00430,2024-05-27,CUST_0011,CVS Pharmacy,online_shopping,18.68,0,5,May,Monday,2
TXN_00431,2024-12-01,CUST_0062,Apple Store,restaurant,23.15,0,12,Dec,Sunday,4
TXN_00432,2024-10-02,CUST_0072,Whole Foods,travel,215.01,0,10,Oct,Wednesday,4
TXN_00433,2024-02-25,CUST_0076,Apple Store,restaurant,144.44,0,2,Feb,Sunday,1
TXN_00434,2024-01-26,CUST_0068,Apple Store,restaurant,15.99,0,1,Jan,Friday,1
TXN_00435,2024-01-27,CUST_0043,Best Buy,electronics,13.18,0,1,Jan,Saturday,1
TXN_00436,2024-12-14,CUST_0001,McDonald's,travel,181.08,0,12,Dec,Saturday,4
TXN_00437,2024-07-27,CUST_0061,Best Buy,restaurant,11.33,0,7,Jul,Saturday,3
TXN_00438,2024-05-27,CUST_0083,Amazon,electronics,258.78,0,5,May,Monday,2
TXN_00439,2024-11-29,CUST_0069,Amazon,travel,183.75,0,11,Nov,Friday,4
TXN_00440,2024-08-01,CUST_0023,Amazon,ATM_withdrawal,12.73,0,8,Aug,Thursday,3
TXN_00441,2024-09-10,CUST_0096,Whole Foods,groceries,13.3,0,9,Sep,Tuesday,3
TXN_00442,2024-01-05,CUST_0078,Walmart,transfer,647.32,0,1,Jan,Friday,1
TXN_00443,2024-05-25,CUST_0083,McDonald's,online_shopping,70.33,0,5,May,Saturday,2
TXN_00444,2024-03-09,CUST_0060,Whole Foods,restaurant,69.46,0,3,Mar,Saturday,1
TXN_00445,2024-02-27,CUST_0094,Best Buy,healthcare,251.34,0,2,Feb,Tuesday,1
TXN_00446,2024-04-05,CUST_0038,Uber,restaurant,2067.83,1,4,Apr,Friday,2
TXN_00447,2024-03-30,CUST_0082,Marriott Hotels,ATM_withdrawal,640.32,0,3,Mar,Saturday,1
TXN_00448,2024-09-20,CUST_0052,Walmart,travel,209.98,0,9,Sep,Friday,3
TXN_00449,2024-03-12,CUST_0032,Amazon,healthcare,70.8,0,3,Mar,Tuesday,1
TXN_00450,2024-07-15,CUST_0097,Whole Foods,transfer,13.08,0,7,Jul,Monday,3
TXN_00451,2024-06-03,CUST_0074,Amazon,healthcare,225.19,0,6,Jun,Monday,2
TXN_00452,2024-11-30,CUST_0031,Amazon,electronics,122.6,0,11,Nov,Saturday,4
TXN_00453,2024-08-26,CUST_0052,McDonald's,healthcare,82.8,0,8,Aug,Monday,3
TXN_00454,2024-12-19,CUST_0038,CVS Pharmacy,restaurant,355.24,0,12,Dec,Thursday,4
TXN_00455,2024-04-22,CUST_0062,Delta Airlines,online_shopping,17.68,0,4,Apr,Monday,2
TXN_00456,2024-11-06,CUST_0090,McDonald's,online_shopping,101.78,0,11,Nov,Wednesday,4
TXN_00457,2024-10-02,CUST_0028,Apple Store,electronics,1.71,0,10,Oct,Wednesday,4
TXN_00458,2024-09-26,CUST_0091,CVS Pharmacy,electronics,94.85,0,9,Sep,Thursday,3
TXN_00459,2024-10-15,CUST_0071,McDonald's,restaurant,8.69,0,10,Oct,Tuesday,4
TXN_00460,2024-10-20,CUST_0022,CVS Pharmacy,online_shopping,18.97,0,10,Oct,Sunday,4
TXN_00461,2024-02-29,CUST_0092,Uber,online_shopping,18.75,0,2,Feb,Thursday,1
TXN_00462,2024-02-16,CUST_0058,Amazon,online_shopping,157.14,0,2,Feb,Friday,1
TXN_00463,2024-03-08,CUST_0059,Uber,groceries,205.59,0,3,Mar,Friday,1
TXN_00464,2024-10-13,CUST_0040,Amazon,ATM_withdrawal,131.33,0,10,Oct,Sunday,4
TXN_00465,2024-05-10,CUST_0096,Apple Store,electronics,491.21,0,5,May,Friday,2
TXN_00466,2024-01-24,CUST_0090,Walmart,groceries,70.47,0,1,Jan,Wednesday,1
TXN_00467,2024-02-05,CUST_0061,Amazon,healthcare,50.47,0,2,Feb,Monday,1
TXN_00468,2024-07-28,CUST_0018,Marriott Hotels,transfer,304.43,0,7,Jul,Sunday,3
TXN_00469,2024-07-14,CUST_0049,Marriott Hotels,electronics,37.96,0,7,Jul,Sunday,3
TXN_00470,2024-12-15,CUST_0070,Delta Airlines,transfer,495.43,0,12,Dec,Sunday,4
TXN_00471,2024-03-01,CUST_0069,Marriott Hotels,travel,1.83,0,3,Mar,Friday,1
TXN_00472,2024-04-24,CUST_0097,Amazon,healthcare,525.38,0,4,Apr,Wednesday,2
TXN_00473,2024-08-25,CUST_0070,Marriott Hotels,ATM_withdrawal,6.62,0,8,Aug,Sunday,3
TXN_00474,2024-04-27,CUST_0045,Delta Airlines,healthcare,332.66,0,4,Apr,Saturday,2
TXN_00475,2024-04-06,CUST_0093,Walmart,groceries,112.52,0,4,Apr,Saturday,2
TXN_00476,2024-12-04,CUST_0099,Amazon,restaurant,743.52,0,12,Dec,Wednesday,4
TXN_00477,2024-04-15,CUST_0077,Amazon,online_shopping,11.5,0,4,Apr,Monday,2
TXN_00478,2024-11-02,CUST_0007,Apple Store,groceries,121.07,0,11,Nov,Saturday,4
TXN_00479,2024-07-24,CUST_0070,Apple Store,groceries,522.54,0,7,Jul,Wednesday,3
TXN_00480,2024-03-12,CUST_0038,Apple Store,transfer,111.07,0,3,Mar,Tuesday,1
TXN_00481,2024-10-22,CUST_0087,CVS Pharmacy,restaurant,148.89,0,10,Oct,Tuesday,4
TXN_00482,2024-06-03,CUST_0085,McDonald's,restaurant,178.49,0,6,Jun,Monday,2
TXN_00483,2024-07-30,CUST_0008,McDonald's,travel,90.92,0,7,Jul,Tuesday,3
TXN_00484,2024-11-16,CUST_0072,Best Buy,groceries,148.15,0,11,Nov,Saturday,4
TXN_00485,2024-06-25,CUST_0086,Marriott Hotels,transfer,131.67,0,6,Jun,Tuesday,2
TXN_00486,2024-12-22,CUST_0020,Whole Foods,ATM_withdrawal,347.13,0,12,Dec,Sunday,4
TXN_00487,2024-04-04,CUST_0061,Apple Store,restaurant,6.98,0,4,Apr,Thursday,2
TXN_00488,2024-06-02,CUST_0019,Best Buy,groceries,49.48,0,6,Jun,Sunday,2
TXN_00489,2024-10-14,CUST_0054,McDonald's,travel,450.6,0,10,Oct,Monday,4
TXN_00490,2024-07-17,CUST_0027,CVS Pharmacy,electronics,331.45,0,7,Jul,Wednesday,3
TXN_00491,2024-08-18,CUST_0012,McDonald's,restaurant,91.23,0,8,Aug,Sunday,3
TXN_00492,2024-01-27,CUST_0087,Uber,groceries,145.19,0,1,Jan,Saturday,1
TXN_00493,2024-02-07,CUST_0098,Uber,restaurant,48.73,0,2,Feb,Wednesday,1
TXN_00494,2024-09-02,CUST_0043,Whole Foods,groceries,31.26,0,9,Sep,Monday,3
TXN_00495,2024-04-18,CUST_0095,Walmart,online_shopping,93.46,0,4,Apr,Thursday,2
TXN_00496,2024-05-04,CUST_0091,Apple Store,ATM_withdrawal,65.39,0,5,May,Saturday,2
TXN_00497,2024-05-02,CUST_0100,Whole Foods,ATM_withdrawal,131.44,0,5,May,Thursday,2
TXN_00498,2024-08-26,CUST_0046,Whole Foods,healthcare,12.14,0,8,Aug,Monday,3
TXN_00499,2024-07-03,CUST_0064,Best Buy,electronics,549.74,0,7,Jul,Wednesday,3
TXN_00500,2024-08-28,CUST_0041,Apple Store,transfer,642.58,0,8,Aug,Wednesday,3
TXN_00501,2024-06-09,CUST_0073,Apple Store,travel,179.68,0,6,Jun,Sunday,2
TXN_00502,2024-01-09,CUST_0075,Uber,ATM_withdrawal,115.21,0,1,Jan,Tuesday,1
TXN_00503,2024-05-31,CUST_0043,Apple Store,ATM_withdrawal,55.56,0,5,May,Friday,2
TXN_00504,2024-10-18,CUST_0064,McDonald's,transfer,252.14,0,10,Oct,Friday,4
TXN_00505,2024-05-11,CUST_0063,Best Buy,online_shopping,173.15,0,5,May,Saturday,2
TXN_00506,2024-03-27,CUST_0046,Delta Airlines,travel,26.62,0,3,Mar,Wednesday,1
TXN_00507,2024-10-06,CUST_0070,Amazon,groceries,362.75,0,10,Oct,Sunday,4
TXN_00508,2024-02-08,CUST_0086,Amazon,groceries,259.35,0,2,Feb,Thursday,1
TXN_00509,2024-07-30,CUST_0081,Apple Store,electronics,448.76,0,7,Jul,Tuesday,3
TXN_00510,2024-12-28,CUST_0028,McDonald's,online_shopping,194.04,0,12,Dec,Saturday,4
TXN_00511,2024-07-10,CUST_0082,Uber,online_shopping,142.56,0,7,Jul,Wednesday,3
TXN_00512,2024-12-03,CUST_0001,McDonald's,ATM_withdrawal,81.26,0,12,Dec,Tuesday,4
TXN_00513,2024-01-07,CUST_0069,Whole Foods,groceries,2676.45,1,1,Jan,Sunday,1
TXN_00514,2024-09-14,CUST_0087,Marriott Hotels,travel,301.56,0,9,Sep,Saturday,3
TXN_00515,2024-02-24,CUST_0068,Delta Airlines,restaurant,6.94,0,2,Feb,Saturday,1
TXN_00516,2024-04-08,CUST_0033,CVS Pharmacy,healthcare,4.01,0,4,Apr,Monday,2
TXN_00517,2024-07-22,CUST_0052,Best Buy,restaurant,70.85,0,7,Jul,Monday,3
TXN_00518,2024-12-22,CUST_0088,Walmart,groceries,249.55,0,12,Dec,Sunday,4
TXN_00519,2024-02-17,CUST_0049,McDonald's,online_shopping,654.64,0,2,Feb,Saturday,1
TXN_00520,2024-01-29,CUST_0090,Delta Airlines,electronics,24.45,0,1,Jan,Monday,1
TXN_00521,2024-09-12,CUST_0083,CVS Pharmacy,electronics,135.26,0,9,Sep,Thursday,3
TXN_00522,2024-09-27,CUST_0030,Apple Store,online_shopping,71.92,0,9,Sep,Friday,3
TXN_00523,2024-05-18,CUST_0010,Whole Foods,groceries,525.56,0,5,May,Saturday,2
TXN_00524,2024-04-01,CUST_0041,Amazon,restaurant,276.89,0,4,Apr,Monday,2
TXN_00525,2024-10-27,CUST_0092,Marriott Hotels,electronics,273.33,0,10,Oct,Sunday,4
TXN_00526,2024-06-02,CUST_0031,Uber,ATM_withdrawal,94.86,0,6,Jun,Sunday,2
TXN_00527,2024-12-12,CUST_0043,Marriott Hotels,travel,80.38,0,12,Dec,Thursday,4
TXN_00528,2024-12-18,CUST_0065,CVS Pharmacy,groceries,47.91,0,12,Dec,Wednesday,4
TXN_00529,2024-02-20,CUST_0010,CVS Pharmacy,ATM_withdrawal,8.7,0,2,Feb,Tuesday,1
TXN_00530,2024-06-16,CUST_0058,Best Buy,restaurant,1310.25,1,6,Jun,Sunday,2
TXN_00531,2024-07-01,CUST_0049,Marriott Hotels,travel,251.42,0,7,Jul,Monday,3
TXN_00532,2024-12-14,CUST_0049,Walmart,healthcare,1225.87,0,12,Dec,Saturday,4
TXN_00533,2024-05-06,CUST_0011,Whole Foods,travel,854.23,0,5,May,Monday,2
TXN_00534,2024-07-13,CUST_0082,Delta Airlines,ATM_withdrawal,121.6,0,7,Jul,Saturday,3
TXN_00535,2024-06-11,CUST_0012,Amazon,healthcare,219.79,0,6,Jun,Tuesday,2
TXN_00536,2024-08-15,CUST_0035,Walmart,travel,434.43,0,8,Aug,Thursday,3
TXN_00537,2024-02-14,CUST_0058,McDonald's,ATM_withdrawal,284.22,0,2,Feb,Wednesday,1
TXN_00538,2024-02-22,CUST_0012,Uber,transfer,203.28,1,2,Feb,Thursday,1
TXN_00539,2024-07-16,CUST_0100,Walmart,restaurant,455.3,1,7,Jul,Tuesday,3
